,round,day,date,local_time,home_team,home_score,away_score,away_team,attendance,stadium,latitude,longitude,playoff,att_div_capacity,real_home_team,same_conf,rivals,temperature,rain,snow,cloudcover,windspeed,windgust,rain_sum,snow_sum,date_year,date_month,date_day,home_opener
775,Regular Season,Sat,2019-09-21,15.5,0,3,1,23,43451,Mercedes-Benz Stadium,33.75,-84.4,0,1.0223764705882352,1,0,0,76.7,0.0,0.0,45.0,6.6,22.0,0.0,0.0,2019,9,21,0
776,Regular Season,Sat,2019-09-21,19.5,16,0,0,22,24270,Gillette Stadium,42.09,-71.26,0,1.2135,1,0,0,83.2,0.0,0.0,0.0,4.5,16.6,0.0,0.0,2019,9,21,0
777,Regular Season,Sat,2019-09-21,19.5,4,0,0,3,26466,Nippert Stadium,39.13,-84.52,0,0.8206511627906977,1,1,0,85.1,0.0,0.0,42.0,12.0,27.4,0.6000000000000001,0.0,2019,9,21,0
778,Regular Season,Sun,2019-09-22,12.916666666666666,21,0,0,12,25218,Providence Park,45.52,-122.69,0,1.0,1,1,0,54.6,0.7,0.0,100.0,3.1,18.0,0.2,0.0,2019,9,22,0
779,Regular Season,Sun,2019-09-22,17.0,7,1,1,17,14663,Toyota Stadium,33.15,-96.84,0,0.7152682926829268,1,0,0,84.9,0.0,0.0,59.0,20.9,44.6,0.0,0.0,2019,9,22,0
780,Regular Season,Sun,2019-09-22,18.5,18,2,0,20,19262,Red Bull Arena,40.74,-74.15,0,0.77048,1,1,0,85.4,0.0,0.0,48.0,9.4,25.2,0.0,0.0,2019,9,22,0
781,Regular Season,Sat,2019-09-21,19.5,9,2,1,19,15146,BBVA Stadium,29.75,-95.35,0,0.6872362629883388,1,0,0,84.7,0.8,0.0,66.0,17.3,30.2,0.4,0.0,2019,9,21,0
782,Regular Season,Sat,2019-09-21,19.5,25,2,3,5,18862,Children's Mercy Park,39.12,-94.82,0,1.021389505604592,1,1,0,74.2,5.9,0.0,100.0,23.6,51.1,2.4000000000000004,0.0,2019,9,21,0
783,Regular Season,Sat,2019-09-21,19.5,11,1,1,27,22022,Banc of California Stadium,34.01,-118.28,0,1.001,1,0,0,82.9,0.0,0.0,0.0,5.6,18.7,0.0,0.0,2019,9,21,0
784,Regular Season,Sat,2019-09-21,19.5,10,2,1,14,25482,Dignity Health Sports Park,33.86,-118.26,0,0.9437777777777778,1,0,0,81.0,0.0,0.0,0.0,7.0,15.8,0.0,0.0,2019,9,21,0
785,Regular Season,Sun,2019-09-22,20.0,8,2,0,24,18489,Audi Field,38.87,-77.01,0,0.92445,1,0,0,90.3,0.0,0.0,22.0,7.1,20.2,0.0,0.0,2019,9,22,0
786,Regular Season,Wed,2019-09-25,19.0,17,4,1,0,24290,Yankee Stadium,40.83,-73.93,0,0.8450753226872629,1,1,0,76.4,0.0,0.0,7.0,8.7,19.1,0.0,0.0,2019,9,25,0
787,Regular Season,Wed,2019-09-25,19.0,12,2,1,25,19609,Allianz Field,44.95,-93.16,0,1.0107731958762889,1,1,0,65.8,0.0,0.0,50.0,22.8,47.2,5.3,0.0,2019,9,25,0
788,Regular Season,Wed,2019-09-25,19.5,21,2,2,16,25218,Providence Park,45.52,-122.69,0,1.0,1,0,0,63.7,0.0,0.0,54.0,8.0,24.8,0.0,0.0,2019,9,25,0
789,Regular Season,Wed,2019-09-25,19.5,11,3,1,9,22103,Banc of California Stadium,34.01,-118.28,0,1.0046818181818182,1,1,0,83.0,0.0,0.0,0.0,10.1,27.0,0.0,0.0,2019,9,25,0
790,Regular Season,Wed,2019-09-25,19.5,22,1,2,10,20838,Rio Tinto Stadium,40.58,-111.89,0,1.0309206946024836,1,1,0,72.0,0.0,0.0,22.0,9.3,25.9,0.0,0.0,2019,9,25,0
791,Regular Season,Wed,2019-09-25,20.0,23,1,2,20,16652,Avaya Stadium ,37.35,-121.92,0,0.9251111111111112,1,0,0,93.6,0.0,0.0,6.0,10.8,14.8,0.0,0.0,2019,9,25,0
792,Regular Season,Sun,2019-09-29,16.0,3,2,2,27,17748,SeatGeek Stadium,41.76,-87.81,0,0.8874,1,1,0,64.4,1.2,0.0,100.0,20.3,28.1,19.6,0.0,2019,9,29,0
793,Regular Season,Sun,2019-09-29,16.5,10,3,4,28,25903,Dignity Health Sports Park,33.86,-118.26,0,0.9593703703703704,1,1,0,62.9,0.0,0.0,50.0,3.0,17.6,0.0,0.0,2019,9,29,0
794,Regular Season,Sun,2019-09-29,16.5,23,0,1,24,18000,Avaya Stadium ,37.35,-121.92,0,1.0,1,1,1,56.2,0.0,0.0,0.0,6.1,20.2,0.0,0.0,2019,9,29,0
795,Regular Season,Sun,2019-09-29,17.0,4,1,1,19,25652,Nippert Stadium,39.13,-84.52,0,0.7954108527131782,1,1,0,83.0,0.0,0.0,54.0,9.4,18.7,0.0,0.0,2019,9,29,0
796,Regular Season,Sun,2019-09-29,17.0,6,2,0,20,20353,MAPFRE Stadium,40.01,-82.99,0,1.0192808493589745,1,1,0,76.9,0.0,0.0,89.0,8.5,21.6,0.0,0.0,2019,9,29,0
797,Regular Season,Sun,2019-09-29,17.0,18,0,0,8,28118,Red Bull Arena,40.74,-74.15,0,1.12472,1,1,1,78.1,0.0,0.0,5.0,11.4,28.8,1.2000000000000002,0.0,2019,9,29,0
798,Regular Season,Sun,2019-09-29,17.0,16,2,0,17,28602,Gillette Stadium,42.09,-71.26,0,1.4301,1,1,0,72.5,0.0,0.0,40.0,11.0,33.5,0.3,0.0,2019,9,29,0
799,Regular Season,Sun,2019-09-29,17.0,14,1,1,0,15557,Stade Saputo,45.56,-73.55,0,0.7929558081451654,1,1,0,56.4,0.0,0.0,20.0,7.7,20.9,0.0,0.0,2019,9,29,0
800,Regular Season,Sun,2019-09-29,17.5,22,2,1,9,18117,Rio Tinto Stadium,40.58,-111.89,0,0.8963043585811111,1,1,0,43.7,1.3,0.0,100.0,6.4,29.2,26.6,0.0,2019,9,29,0
801,Regular Season,Sun,2019-09-29,17.5,5,3,0,7,16352,Dick's Sporting Goods Park,39.81,-104.89,0,0.9053762250152262,1,1,0,75.2,0.0,0.0,0.0,19.8,37.1,0.0,0.0,2019,9,29,0
802,Regular Season,Sun,2019-09-29,18.5,25,2,2,21,17281,Children's Mercy Park,39.12,-94.82,0,0.935777332539124,1,1,0,83.4,0.0,0.0,33.0,18.5,54.0,17.3,0.0,2019,9,29,0
803,Regular Season,Sun,2019-09-29,18.5,12,1,1,11,19706,Allianz Field,44.95,-93.16,0,1.0157731958762886,1,1,0,54.0,0.0,0.0,100.0,19.7,47.9,7.9,0.0,2019,9,29,0
804,Regular Season,Sun,2019-10-06,13.0,11,3,1,5,22537,Banc of California Stadium,34.01,-118.28,0,1.0244090909090908,1,1,0,55.9,0.0,0.0,43.0,1.8,6.1,0.0,0.0,2019,10,6,0
805,Regular Season,Sun,2019-10-06,13.0,24,1,0,12,47297,CenturyLink Field,47.6,-122.33,0,1.199852862832644,1,1,0,45.7,0.0,0.0,18.0,5.9,16.2,0.0,0.0,2019,10,6,0
806,Regular Season,Sun,2019-10-06,13.0,21,3,1,23,25218,Providence Park,45.52,-122.69,0,1.0,1,1,0,41.9,0.0,0.0,58.0,4.0,12.6,0.0,0.0,2019,10,6,0
807,Regular Season,Sun,2019-10-06,13.0,28,0,1,22,18378,BC Place Stadium,49.28,-123.11,0,0.8308318264014467,1,1,0,47.9,0.0,0.0,59.0,6.4,11.2,0.0,0.0,2019,10,6,0
808,Regular Season,Sun,2019-10-06,15.0,7,6,0,25,15623,Toyota Stadium,33.15,-96.84,0,0.7620975609756098,1,1,0,83.0,0.0,0.0,0.0,13.7,28.1,0.0,0.0,2019,10,6,0
809,Regular Season,Sun,2019-10-06,15.0,9,4,2,10,21777,BBVA Stadium,29.75,-95.35,0,0.9881119833023276,1,1,0,80.6,0.0,0.0,1.0,4.1,12.2,0.0,0.0,2019,10,6,0
810,Regular Season,Sun,2019-10-06,16.0,0,3,1,16,44617,Mercedes-Benz Stadium,33.75,-84.4,0,1.0498117647058824,1,1,0,71.1,0.0,0.0,100.0,11.4,29.5,0.0,0.0,2019,10,6,0
811,Regular Season,Sun,2019-10-06,16.0,27,1,0,6,23692,BMO Field,43.63,-79.42,0,0.7897333333333333,1,1,1,64.6,0.0,0.0,31.0,21.1,38.2,3.1,0.0,2019,10,6,0
812,Regular Season,Sun,2019-10-06,16.0,20,1,2,17,18525,Talen Energy Stadium,39.83,-75.38,0,1.0013513513513514,1,1,0,69.5,0.0,0.0,100.0,14.1,40.7,0.0,0.0,2019,10,6,0
813,Regular Season,Sun,2019-10-06,16.0,19,2,5,3,22433,Exploria Stadium,28.54,-81.39,0,0.8797254901960785,1,1,0,80.8,0.0,0.0,39.0,21.3,38.9,0.0,0.0,2019,10,6,0
814,Regular Season,Sun,2019-10-06,16.0,8,0,0,4,18732,Audi Field,38.87,-77.01,0,0.9366,1,1,0,73.7,0.0,0.0,100.0,13.3,41.4,0.0,0.0,2019,10,6,0
815,Regular Season,Sun,2019-10-06,16.0,14,3,0,18,15022,Stade Saputo,45.56,-73.55,0,0.7656863244813701,1,1,0,55.8,0.0,0.0,79.0,20.7,38.5,0.0,0.0,2019,10,6,0
816,Round 1,Sat,2019-10-19,12.5,24,4,3,7,37722,CenturyLink Field,47.6,-122.33,1,0.9569496943098506,1,1,0,46.7,1.6,0.0,100.0,3.3,23.4,14.3,0.0,2019,10,19,0
817,Round 1,Sat,2019-10-19,13.0,0,1,0,16,66114,Mercedes-Benz Stadium,33.75,-84.4,1,1.5556235294117646,1,1,0,56.9,0.0,0.0,100.0,17.5,37.1,0.0,0.0,2019,10,19,0
818,Round 1,Sat,2019-10-19,18.0,27,5,1,8,25331,BMO Field,43.63,-79.42,1,0.8443666666666667,1,1,0,52.0,0.0,0.0,53.0,11.0,26.6,0.0,0.0,2019,10,19,0
819,Round 1,Sun,2019-10-20,15.0,20,4,3,18,18530,Talen Energy Stadium,39.83,-75.38,1,1.0016216216216216,1,1,0,56.3,0.7,0.0,90.0,5.4,13.7,0.3,0.0,2019,10,20,0
820,Round 1,Sat,2019-10-19,20.0,22,2,1,21,17452,Rio Tinto Stadium,40.58,-111.89,1,0.8634047395240687,1,1,0,58.4,0.0,0.0,90.0,17.9,42.1,0.0,0.0,2019,10,19,0
821,Round 1,Sun,2019-10-20,19.5,12,1,2,10,19939,Allianz Field,44.95,-93.16,1,1.0277835051546391,1,1,0,63.7,0.0,0.0,29.0,11.5,25.9,0.0,0.0,2019,10,20,0
822,Conference Semifinals,Wed,2019-10-23,19.0,17,1,2,27,19829,Citi Field,40.76,-73.85,1,0.4729974714946806,1,1,0,64.3,0.0,0.0,0.0,20.6,38.9,8.4,0.0,2019,10,23,0
823,Conference Semifinals,Wed,2019-10-23,19.0,24,2,0,22,37722,CenturyLink Field,47.6,-122.33,1,0.9569496943098506,1,1,0,52.5,0.0,0.0,62.0,7.7,19.4,0.0,0.0,2019,10,23,0
824,Conference Semifinals,Thu,2019-10-24,19.5,11,5,3,10,22902,Banc of California Stadium,34.01,-118.28,1,1.041,1,1,1,92.8,0.0,0.0,0.0,12.6,27.4,0.0,0.0,2019,10,24,0
825,Conference Semifinals,Thu,2019-10-24,20.0,0,2,0,20,41507,Mercedes-Benz Stadium,33.75,-84.4,1,0.976635294117647,1,1,0,68.2,0.0,0.0,40.0,10.9,24.5,0.0,0.0,2019,10,24,0
826,Conference Finals,Tue,2019-10-29,19.0,11,1,3,24,22099,Banc of California Stadium,34.01,-118.28,1,1.0045,1,1,0,68.8,0.0,0.0,10.0,11.2,27.0,0.0,0.0,2019,10,29,0
827,Conference Finals,Wed,2019-10-30,20.0,0,1,2,27,44055,Mercedes-Benz Stadium,33.75,-84.4,1,1.0365882352941176,1,1,0,68.2,1.0,0.0,100.0,19.2,43.2,11.9,0.0,2019,10,30,0
828,MLS Cup 2019,Sun,2019-11-10,15.0,24,3,1,27,69274,CenturyLink Field,47.6,-122.33,1,1.75737588472564,1,0,0,48.7,0.0,0.0,100.0,2.3,3.6,1.1,0.0,2019,11,10,0
829,Regular Season,Sat,2021-04-17,14.0,14,4,2,27,0,DRV PNK Stadium,26.19,-80.16,0,0.0,0,1,1,79.8,0.0,0.0,30.0,11.1,30.6,0.0,0.0,2021,4,17,1
830,Regular Season,Sat,2021-04-17,15.0,11,2,0,1,4900,Banc of California Stadium,34.01,-118.28,0,0.2227272727272727,1,1,0,55.2,0.0,0.0,50.0,5.1,11.5,0.0,0.0,2021,4,17,1
831,Regular Season,Sat,2021-04-17,15.0,19,0,0,0,11503,Exploria Stadium,28.54,-81.39,0,0.4510980392156862,1,1,0,77.8,0.0,0.0,100.0,9.8,38.5,0.0,0.0,2021,4,17,1
832,Regular Season,Fri,2021-04-16,18.5,24,4,0,12,7042,Lumen Field,47.6,-122.33,0,0.1866815121149461,1,1,0,66.2,0.0,0.0,0.0,6.5,14.8,0.0,0.0,2021,4,16,1
833,Regular Season,Fri,2021-04-16,19.0,9,2,1,23,6376,BBVA Stadium,29.75,-95.35,0,0.2893053223830482,1,1,0,71.6,0.4,0.0,100.0,12.2,36.4,0.4,0.0,2021,4,16,1
834,Regular Season,Sun,2021-04-18,15.0,13,2,3,10,7939,DRV PNK Stadium,26.19,-80.16,0,0.4410555555555555,1,0,0,82.4,0.0,0.0,42.0,10.2,28.8,0.0,0.0,2021,4,18,1
835,Regular Season,Sun,2021-04-18,17.5,6,0,0,20,5180,MAPFRE Stadium,40.01,-82.99,0,0.2594150641025641,1,1,0,57.3,0.0,0.0,39.0,8.7,24.8,1.5,0.0,2021,4,18,1
836,Regular Season,Sat,2021-04-17,19.0,7,0,0,5,8621,Toyota Stadium,33.15,-96.84,0,0.4205365853658536,1,1,0,59.1,0.0,0.0,13.0,19.0,38.5,0.0,0.0,2021,4,17,1
837,Regular Season,Sat,2021-04-17,19.5,15,2,2,4,15348,Nissan Stadium,36.13,-86.77,0,0.5116,1,1,0,61.6,0.0,0.0,100.0,10.8,25.2,0.8999999999999999,0.0,2021,4,17,1
838,Regular Season,Sat,2021-04-17,19.5,3,2,2,16,8102,Soldier Field,41.86,-87.62,0,0.3246643959126427,1,1,0,47.8,0.0,0.0,26.0,13.1,28.4,0.0,0.0,2021,4,17,1
839,Regular Season,Sat,2021-04-17,20.0,18,1,2,25,0,Red Bull Arena,40.74,-74.15,0,0.0,1,0,0,53.4,0.0,0.0,100.0,12.5,26.6,0.3,0.0,2021,4,17,1
840,Regular Season,Sat,2021-04-17,20.0,8,2,1,17,4500,Audi Field,38.87,-77.01,0,0.225,1,1,0,57.6,0.0,0.0,100.0,8.2,22.7,0.0,0.0,2021,4,17,1
841,Regular Season,Sun,2021-04-18,20.0,28,1,0,21,0,Rio Tinto Stadium,40.58,-111.89,0,0.0,0,1,1,58.5,0.0,0.0,0.0,10.2,27.4,0.0,0.0,2021,4,18,1
842,Regular Season,Fri,2021-04-23,18.5,25,1,1,19,0,Children's Mercy Park,39.12,-94.82,0,0.0,1,0,0,59.0,0.0,0.0,100.0,12.3,34.2,1.1,0.0,2021,4,23,1
843,Regular Season,Sat,2021-04-24,12.5,23,3,1,7,0,Earthquakes Stadium,37.35,-121.92,0,0.0,1,1,0,46.9,0.0,0.0,100.0,10.1,16.2,0.0,0.0,2021,4,24,1
844,Regular Season,Sat,2021-04-24,13.0,17,5,0,4,0,Yankee Stadium,40.83,-73.93,0,0.0,1,1,0,53.8,0.0,0.0,0.0,8.9,18.0,0.0,0.0,2021,4,24,1
845,Regular Season,Sat,2021-04-24,13.0,15,2,2,14,12164,Nissan Stadium,36.13,-86.77,0,0.4054666666666666,1,1,0,50.0,2.9,0.0,100.0,16.8,27.7,4.800000000000001,0.0,2021,4,24,0
846,Regular Season,Sat,2021-04-24,15.0,27,2,2,28,0,Exploria Stadium,28.54,-81.39,0,0.0,0,0,0,77.9,0.0,0.0,76.0,23.3,48.2,0.0,0.0,2021,4,24,1
847,Regular Season,Sat,2021-04-24,15.0,11,1,1,24,4900,Banc of California Stadium,34.01,-118.28,0,0.2227272727272727,1,1,0,55.8,0.0,0.0,92.0,4.5,12.6,0.0,0.0,2021,4,24,0
848,Regular Season,Sun,2021-04-25,14.5,10,3,2,18,6853,Dignity Health Sports Park,33.86,-118.26,0,0.2538148148148148,1,0,0,54.0,0.0,0.0,71.0,5.3,14.0,0.0,0.0,2021,4,25,1
849,Regular Season,Sat,2021-04-24,19.0,12,1,2,22,4100,Allianz Field,44.95,-93.16,0,0.211340206185567,1,1,0,44.1,0.0,0.0,88.0,17.1,37.4,0.1,0.0,2021,4,24,1
850,Regular Season,Sat,2021-04-24,19.0,5,1,3,1,0,Dick's Sporting Goods Park,39.81,-104.89,0,0.0,1,1,0,59.2,0.0,0.0,48.0,10.2,28.1,0.0,0.0,2021,4,24,1
851,Regular Season,Sat,2021-04-24,19.5,21,2,1,9,0,Providence Park,45.52,-122.69,0,0.0,1,1,0,47.2,0.6,0.0,100.0,9.1,24.1,4.0,0.0,2021,4,24,1
852,Regular Season,Sat,2021-04-24,20.0,16,1,0,8,0,Gillette Stadium,42.09,-71.26,0,0.0,1,1,0,67.8,0.0,0.0,70.0,15.3,43.9,0.0,0.0,2021,4,24,1
853,Regular Season,Sat,2021-04-24,20.0,0,3,1,3,20335,Mercedes-Benz Stadium,33.75,-84.4,0,0.4784705882352941,1,1,0,66.7,0.2,0.0,90.0,20.9,44.3,33.400000000000006,0.0,2021,4,24,1
854,Regular Season,Sat,2021-04-24,20.0,20,1,2,13,5000,Subaru Park,39.83,-75.38,0,0.2702702702702703,1,1,0,64.7,0.0,0.0,31.0,12.6,31.0,0.0,0.0,2021,4,24,1
855,Regular Season,Sat,2021-05-01,12.0,22,3,1,25,9842,Rio Tinto Stadium,40.58,-111.89,0,0.4869143620442289,1,1,0,50.5,0.0,0.0,36.0,7.2,29.5,0.0,0.0,2021,5,1,1
856,Regular Season,Sat,2021-05-01,13.0,18,2,0,3,0,Red Bull Arena,40.74,-74.15,0,0.0,1,1,0,47.5,0.0,0.0,0.0,22.2,50.4,0.4,0.0,2021,5,1,0
857,Regular Season,Sat,2021-05-01,14.5,9,1,1,11,7850,BBVA Stadium,29.75,-95.35,0,0.3561867598348382,1,1,0,71.0,0.4,0.0,100.0,12.9,35.6,0.8999999999999999,0.0,2021,5,1,0
858,Regular Season,Sat,2021-05-01,15.0,14,0,0,6,0,DRV PNK Stadium,26.19,-80.16,0,0.0,0,1,0,81.2,0.1,0.0,40.0,5.6,15.1,0.0,0.0,2021,5,1,0
859,Regular Season,Sat,2021-05-01,19.0,16,2,1,0,0,Gillette Stadium,42.09,-71.26,0,0.0,1,1,0,60.1,0.0,0.0,4.0,18.9,48.2,3.8,0.0,2021,5,1,0
860,Regular Season,Sat,2021-05-01,19.5,20,0,2,17,5000,Subaru Park,39.83,-75.38,0,0.2702702702702703,1,1,0,64.3,0.0,0.0,0.0,13.3,36.0,0.0,0.0,2021,5,1,0
861,Regular Season,Sat,2021-05-01,19.5,19,3,0,4,11503,Exploria Stadium,28.54,-81.39,0,0.4510980392156862,1,1,0,86.1,0.0,0.0,100.0,4.3,14.8,0.0,0.0,2021,5,1,0
862,Regular Season,Sun,2021-05-02,12.0,15,0,0,13,13855,Nissan Stadium,36.13,-86.77,0,0.4618333333333333,1,1,0,58.8,0.0,0.0,58.0,9.8,18.7,0.0,0.0,2021,5,2,0
863,Regular Season,Sat,2021-05-01,19.0,12,0,1,1,4100,Allianz Field,44.95,-93.16,0,0.211340206185567,1,1,0,81.0,0.0,0.0,6.0,10.8,25.9,0.0,0.0,2021,5,1,0
864,Regular Season,Sat,2021-05-01,19.0,7,4,1,21,8621,Toyota Stadium,33.15,-96.84,0,0.4205365853658536,1,1,0,70.6,0.1,0.0,100.0,8.8,22.0,1.9,0.0,2021,5,1,0
865,Regular Season,Sat,2021-05-01,20.0,23,4,1,8,0,Earthquakes Stadium,37.35,-121.92,0,0.0,1,0,0,66.1,0.0,0.0,3.0,21.9,31.3,0.1,0.0,2021,5,1,0
866,Regular Season,Sun,2021-05-02,18.0,24,3,0,10,7148,Lumen Field,47.6,-122.33,0,0.1894915433964265,1,1,0,52.2,0.0,0.0,50.0,4.7,16.2,1.7000000000000002,0.0,2021,5,2,0
867,Regular Season,Sun,2021-05-02,20.0,28,0,1,5,0,Rio Tinto Stadium,40.58,-111.89,0,0.0,0,1,0,59.4,0.0,0.0,38.0,19.5,43.6,1.2,0.0,2021,5,2,0
868,Regular Season,Sat,2021-05-08,12.0,3,0,2,20,6457,Soldier Field,41.86,-87.62,0,0.2587457423362052,1,1,0,39.7,0.0,0.0,10.0,5.9,13.0,0.0,0.0,2021,5,8,0
869,Regular Season,Sat,2021-05-08,12.0,28,2,0,14,0,Rio Tinto Stadium,40.58,-111.89,0,0.0,0,0,0,45.8,0.0,0.0,13.0,18.4,47.9,2.3,0.0,2021,5,8,0
870,Regular Season,Sat,2021-05-08,12.5,15,2,0,16,12510,Nissan Stadium,36.13,-86.77,0,0.417,1,1,0,55.6,0.0,0.0,58.0,5.2,13.7,0.0,0.0,2021,5,8,0
871,Regular Season,Sat,2021-05-08,13.0,18,2,0,27,0,Red Bull Arena,40.74,-74.15,0,0.0,1,1,0,52.0,0.0,0.0,74.0,3.4,14.4,0.6000000000000001,0.0,2021,5,8,0
872,Regular Season,Sat,2021-05-08,13.5,6,3,1,8,5180,MAPFRE Stadium,40.01,-82.99,0,0.2594150641025641,1,1,0,41.3,0.0,0.0,33.0,17.5,38.5,6.3,0.0,2021,5,8,0
873,Regular Season,Sat,2021-05-08,14.5,7,1,1,9,8749,Toyota Stadium,33.15,-96.84,0,0.426780487804878,1,1,1,66.2,0.0,0.0,68.0,25.7,41.0,0.0,0.0,2021,5,8,0
874,Regular Season,Sat,2021-05-08,18.0,19,1,1,17,11503,Exploria Stadium,28.54,-81.39,0,0.4510980392156862,1,1,0,80.5,0.0,0.0,0.0,2.3,18.0,0.0,0.0,2021,5,8,0
875,Regular Season,Fri,2021-05-07,19.5,22,1,2,23,10448,Rio Tinto Stadium,40.58,-111.89,0,0.5168950675307971,1,1,0,80.0,0.0,0.0,39.0,12.8,40.0,0.0,0.0,2021,5,7,0
876,Regular Season,Sun,2021-05-09,12.0,21,1,2,24,0,Providence Park,45.52,-122.69,0,0.0,1,1,1,49.9,0.0,0.0,100.0,5.1,9.4,0.0,0.0,2021,5,9,0
877,Regular Season,Sun,2021-05-09,13.0,13,1,1,0,8074,DRV PNK Stadium,26.19,-80.16,0,0.4485555555555555,1,1,0,77.9,0.2,0.0,50.0,17.8,33.8,0.0,0.0,2021,5,9,0
878,Regular Season,Sat,2021-05-08,17.0,10,2,1,11,7193,Dignity Health Sports Park,33.86,-118.26,0,0.2664074074074074,1,1,1,64.2,0.0,0.0,61.0,10.9,23.4,0.0,0.0,2021,5,8,0
879,Regular Season,Sun,2021-05-09,18.5,25,2,1,1,0,Children's Mercy Park,39.12,-94.82,0,0.0,1,1,0,50.1,0.0,0.0,100.0,16.8,42.1,46.0,0.0,2021,5,9,0
880,Regular Season,Sat,2021-05-08,20.0,5,3,2,12,0,Dick's Sporting Goods Park,39.81,-104.89,0,0.0,1,1,0,69.1,0.3,0.0,62.0,13.2,31.0,0.0,0.0,2021,5,8,0
881,Regular Season,Wed,2021-05-12,19.0,27,2,0,6,0,Exploria Stadium,28.54,-81.39,0,0.0,0,1,1,87.2,0.0,0.0,66.0,2.6,18.7,0.0,0.0,2021,5,12,0
882,Regular Season,Wed,2021-05-12,19.5,13,0,2,14,8220,DRV PNK Stadium,26.19,-80.16,0,0.4566666666666666,1,1,0,88.6,0.0,0.0,44.0,9.5,25.6,0.2,0.0,2021,5,12,0
883,Regular Season,Wed,2021-05-12,19.5,20,1,1,16,5000,Subaru Park,39.83,-75.38,0,0.2702702702702703,1,1,0,63.9,0.0,0.0,17.0,10.4,29.9,0.0,0.0,2021,5,12,0
884,Regular Season,Wed,2021-05-12,19.5,9,1,0,25,7054,BBVA Stadium,29.75,-95.35,0,0.3200689686464903,1,1,0,69.5,1.0,0.0,100.0,14.8,28.1,31.4,0.0,2021,5,12,0
885,Regular Season,Wed,2021-05-12,19.5,23,0,1,24,5000,Earthquakes Stadium,37.35,-121.92,0,0.2777777777777778,1,1,1,77.8,0.0,0.0,20.0,12.6,19.8,0.0,0.0,2021,5,12,0
886,Regular Season,Wed,2021-05-12,20.0,12,1,0,28,4100,Allianz Field,44.95,-93.16,0,0.211340206185567,1,1,0,65.1,0.0,0.0,60.0,8.2,22.7,0.0,0.0,2021,5,12,0
887,Regular Season,Thu,2021-05-13,20.0,8,1,0,3,3935,Audi Field,38.87,-77.01,0,0.19675,1,1,0,67.7,0.0,0.0,44.0,10.0,24.8,0.0,0.0,2021,5,13,0
888,Regular Season,Sat,2021-05-15,12.5,10,2,0,1,7193,Dignity Health Sports Park,33.86,-118.26,0,0.2664074074074074,1,1,0,57.1,0.0,0.0,86.0,7.3,11.2,0.0,0.0,2021,5,15,0
889,Regular Season,Sat,2021-05-15,13.0,17,1,1,27,0,Yankee Stadium,40.83,-73.93,0,0.0,1,1,0,62.3,0.0,0.0,11.0,4.4,9.4,0.0,0.0,2021,5,15,0
890,Regular Season,Sat,2021-05-15,19.0,0,1,0,14,40116,Mercedes-Benz Stadium,33.75,-84.4,0,0.9439058823529412,1,1,0,71.9,0.0,0.0,52.0,5.0,16.2,0.0,0.0,2021,5,15,0
891,Regular Season,Sat,2021-05-15,19.5,20,1,0,18,5000,Subaru Park,39.83,-75.38,0,0.2702702702702703,1,1,0,73.6,0.0,0.0,24.0,4.2,16.9,0.0,0.0,2021,5,15,0
892,Regular Season,Sun,2021-05-16,13.0,25,3,0,28,0,Children's Mercy Park,39.12,-94.82,0,0.0,1,1,0,57.2,0.0,0.0,88.0,8.0,20.5,5.0,0.0,2021,5,16,0
893,Regular Season,Sun,2021-05-16,16.0,4,2,3,13,6000,TQL Stadium,39.11,-84.52,0,0.2307692307692307,1,1,0,61.4,0.0,0.0,38.0,8.2,17.3,1.8,0.0,2021,5,16,1
894,Regular Season,Sun,2021-05-16,18.0,16,1,0,6,0,Gillette Stadium,42.09,-71.26,0,0.0,1,1,0,72.1,0.0,0.0,58.0,12.0,29.5,0.0,0.0,2021,5,16,0
895,Regular Season,Sat,2021-05-15,19.0,12,1,0,7,4100,Allianz Field,44.95,-93.16,0,0.211340206185567,1,1,0,69.1,0.0,0.0,33.0,2.4,21.2,0.3,0.0,2021,5,15,0
896,Regular Season,Sat,2021-05-15,19.0,23,0,2,21,0,Earthquakes Stadium,37.35,-121.92,0,0.0,1,1,0,58.6,0.0,0.0,87.0,13.1,19.8,0.7000000000000001,0.0,2021,5,15,0
897,Regular Season,Sat,2021-05-15,19.0,5,3,1,9,0,Dick's Sporting Goods Park,39.81,-104.89,0,0.0,1,1,0,65.8,0.0,0.0,76.0,8.7,24.1,0.4,0.0,2021,5,15,0
898,Regular Season,Sat,2021-05-15,19.5,22,0,0,15,10555,Rio Tinto Stadium,40.58,-111.89,0,0.5221886904467422,1,0,0,77.5,0.0,0.0,17.0,5.5,24.5,0.0,0.0,2021,5,15,0
899,Regular Season,Sun,2021-05-16,18.5,24,2,0,11,7173,Lumen Field,47.6,-122.33,0,0.1901542866231907,1,1,0,68.2,0.0,0.0,2.0,5.1,15.1,0.0,0.0,2021,5,16,0
900,Regular Season,Sun,2021-05-16,20.0,8,0,1,19,5280,Audi Field,38.87,-77.01,0,0.264,1,1,0,66.9,0.1,0.0,62.0,10.1,27.7,0.2,0.0,2021,5,16,0
901,Regular Season,Sat,2021-05-22,12.5,21,3,0,10,0,Providence Park,45.52,-122.69,0,0.0,1,1,0,47.6,0.0,0.0,87.0,5.5,11.9,0.0,0.0,2021,5,22,0
